age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit,marital,education,default,day,duration,previous
55,blue-collar,3917,yes,no,cellular,may,1,-1,unknown,yes,married,secondary,no,18,565,0
32,management,1270,no,no,cellular,aug,3,-1,unknown,yes,married,tertiary,no,19,232,0
40,services,65,yes,no,cellular,may,3,-1,unknown,no,single,secondary,no,15,15,0
31,unemployed,284,yes,no,cellular,feb,1,-1,unknown,yes,single,secondary,no,2,855,0
49,technician,412,no,no,cellular,aug,8,-1,unknown,yes,married,secondary,no,19,1293,0
20,student,215,no,no,cellular,aug,4,183,other,yes,single,secondary,no,21,228,1
78,retired,631,no,no,telephone,aug,1,-1,unknown,no,divorced,secondary,no,11,95,0
57,retired,34,no,yes,cellular,jan,1,-1,unknown,no,married,tertiary,no,28,139,0
63,retired,0,no,no,cellular,may,1,181,success,yes,divorced,tertiary,no,13,263,2
43,blue-collar,8,no,no,telephone,jul,5,-1,unknown,no,married,primary,no,7,245,0
30,management,7,yes,no,cellular,aug,1,164,other,yes,married,tertiary,no,28,173,4
49,blue-collar,102,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,29,210,0
42,management,5310,yes,no,cellular,may,2,186,success,yes,married,primary,no,22,545,1
73,retired,934,no,no,cellular,sep,5,-1,unknown,yes,married,primary,no,14,961,0
54,management,8295,no,no,cellular,oct,2,119,success,yes,married,tertiary,no,2,849,1
32,management,1477,yes,no,cellular,nov,1,-1,unknown,no,married,secondary,no,18,111,0
72,retired,2600,no,no,cellular,feb,2,82,success,yes,married,primary,no,3,443,3
40,technician,40,yes,no,cellular,nov,1,-1,unknown,no,married,secondary,no,21,73,0
47,blue-collar,1536,yes,no,cellular,apr,1,301,other,no,married,secondary,no,17,41,4
32,services,133,no,no,cellular,apr,1,-1,unknown,yes,single,secondary,no,15,171,0
35,technician,1227,no,no,cellular,mar,4,90,other,yes,single,secondary,no,18,593,6
52,blue-collar,230,yes,no,cellular,may,2,170,failure,no,married,primary,no,6,198,2
31,technician,522,yes,yes,cellular,aug,4,-1,unknown,no,married,secondary,no,27,308,0
54,admin.,865,yes,no,cellular,nov,1,-1,unknown,no,married,secondary,no,17,71,0
34,services,89,yes,no,cellular,may,4,-1,unknown,yes,divorced,secondary,no,15,1871,0
66,management,2149,yes,no,cellular,may,2,90,success,yes,married,unknown,no,26,135,11
35,unemployed,68,no,no,cellular,jul,1,-1,unknown,yes,single,primary,no,3,175,0
40,management,290,yes,no,unknown,may,1,-1,unknown,no,divorced,tertiary,no,27,184,0
45,unemployed,2040,no,no,telephone,feb,1,-1,unknown,yes,married,secondary,no,2,803,0
48,housemaid,7195,no,no,cellular,nov,2,-1,unknown,yes,married,primary,no,21,609,0
27,student,1134,no,no,cellular,oct,1,183,success,yes,single,tertiary,no,21,825,4
30,technician,120,yes,no,cellular,may,1,-1,unknown,no,single,secondary,no,18,74,0
32,admin.,0,no,no,cellular,jul,1,-1,unknown,no,married,secondary,no,25,209,0
37,technician,1130,no,no,cellular,feb,1,-1,unknown,yes,single,secondary,no,26,152,0
38,management,633,no,no,cellular,jul,3,-1,unknown,no,single,tertiary,no,9,171,0
42,unemployed,970,yes,no,telephone,jul,10,-1,unknown,yes,married,unknown,no,21,691,0
43,management,46,no,no,cellular,aug,8,-1,unknown,no,married,tertiary,no,27,63,0
32,technician,255,no,yes,cellular,aug,5,-1,unknown,no,married,secondary,no,25,63,0
51,housemaid,2337,yes,no,cellular,apr,2,266,other,yes,married,unknown,no,16,251,3
56,technician,751,yes,no,cellular,may,8,177,failure,no,single,secondary,no,15,43,5
72,retired,0,no,no,cellular,dec,2,-1,unknown,no,married,primary,no,29,215,0
29,management,428,no,no,cellular,may,2,-1,unknown,yes,single,tertiary,no,22,293,0
28,technician,3623,no,no,cellular,mar,1,-1,unknown,yes,single,tertiary,no,10,261,0
29,management,1026,no,no,cellular,nov,1,92,other,yes,single,tertiary,no,12,226,1
44,admin.,21,yes,no,cellular,apr,3,-1,unknown,no,divorced,secondary,no,13,681,0
38,technician,5115,yes,no,cellular,jun,1,95,success,yes,married,secondary,no,2,318,7
60,technician,-50,no,no,cellular,aug,12,-1,unknown,no,divorced,secondary,no,28,433,0
32,technician,3297,no,no,cellular,aug,2,-1,unknown,no,single,secondary,no,11,99,0
31,management,166,no,no,cellular,aug,6,-1,unknown,no,married,tertiary,no,25,392,0
51,management,1612,yes,no,cellular,nov,2,131,failure,no,married,tertiary,no,18,61,1
49,management,3237,yes,no,unknown,may,3,-1,unknown,no,married,tertiary,no,5,232,0
40,services,1293,yes,no,cellular,apr,3,-1,unknown,no,married,secondary,no,13,128,0
42,blue-collar,480,yes,no,unknown,jun,12,-1,unknown,no,married,primary,no,6,288,0
28,technician,1363,no,no,cellular,feb,1,-1,unknown,yes,single,secondary,no,27,79,0
43,admin.,0,no,no,unknown,jun,12,-1,unknown,no,married,secondary,no,20,804,0
53,admin.,849,yes,no,cellular,feb,3,-1,unknown,yes,married,secondary,no,6,3102,0
38,management,38,no,no,cellular,aug,2,-1,unknown,no,single,tertiary,no,20,105,0
59,unemployed,7724,no,no,cellular,nov,3,-1,unknown,yes,single,primary,no,21,373,0
32,entrepreneur,0,yes,yes,cellular,nov,1,-1,unknown,no,married,tertiary,no,18,95,0
38,services,0,no,yes,cellular,jul,6,-1,unknown,no,married,secondary,no,16,1473,0
41,housemaid,365,no,no,cellular,aug,5,-1,unknown,no,married,primary,no,8,203,0
45,blue-collar,2433,no,no,cellular,aug,2,-1,unknown,no,married,primary,no,6,133,0
38,blue-collar,714,yes,no,unknown,may,3,-1,unknown,no,married,primary,no,29,225,0
31,self-employed,84,no,no,cellular,aug,4,-1,unknown,no,single,tertiary,no,6,157,0
45,blue-collar,7895,yes,no,cellular,feb,1,-1,unknown,yes,married,secondary,no,4,872,0
51,management,1394,yes,no,cellular,aug,1,-1,unknown,no,married,tertiary,no,5,115,0
47,services,1315,no,no,cellular,nov,4,-1,unknown,yes,married,secondary,no,20,329,0
38,services,1018,no,no,unknown,jun,3,-1,unknown,no,married,tertiary,no,16,325,0
34,admin.,1467,yes,no,cellular,apr,1,332,failure,no,married,secondary,no,17,113,2
28,management,874,yes,no,cellular,jun,1,-1,unknown,yes,single,tertiary,no,5,509,0
35,services,819,yes,no,telephone,jul,14,-1,unknown,no,married,secondary,no,14,102,0
34,self-employed,1261,yes,no,cellular,apr,2,-1,unknown,no,single,secondary,no,9,169,0
30,management,5359,no,no,cellular,may,1,98,success,yes,single,tertiary,no,27,119,1
32,blue-collar,-238,yes,no,unknown,may,1,-1,unknown,no,married,secondary,yes,27,427,0
33,blue-collar,139,yes,yes,cellular,may,2,291,failure,yes,married,secondary,no,18,732,5
30,management,2,no,no,cellular,mar,1,-1,unknown,no,single,tertiary,no,23,269,0
25,student,373,yes,no,cellular,may,2,-1,unknown,yes,single,primary,no,11,819,0
33,blue-collar,557,yes,no,cellular,apr,2,331,failure,no,single,primary,no,17,91,2
27,admin.,125,no,no,cellular,jul,1,288,failure,no,single,secondary,no,21,104,8
26,entrepreneur,101,yes,no,cellular,feb,1,268,failure,yes,single,secondary,no,5,810,1
64,self-employed,661,no,no,cellular,dec,2,294,failure,yes,married,tertiary,no,21,367,2
35,technician,703,no,no,cellular,apr,1,-1,unknown,no,married,tertiary,no,20,169,0
71,retired,2064,no,no,cellular,nov,2,92,failure,no,married,secondary,no,9,379,3
40,services,0,yes,no,cellular,nov,1,185,failure,no,married,secondary,no,21,43,2
33,services,255,yes,yes,cellular,nov,2,184,failure,no,married,secondary,no,21,588,2
50,entrepreneur,230,no,no,telephone,jul,4,-1,unknown,yes,married,tertiary,no,30,1089,0
30,management,1191,no,no,cellular,aug,4,-1,unknown,no,single,tertiary,no,11,381,0
30,services,80,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,8,185,0
35,management,592,no,yes,unknown,may,1,-1,unknown,no,single,tertiary,no,14,192,0
52,entrepreneur,-104,no,yes,cellular,jul,1,-1,unknown,no,married,primary,no,10,124,0
30,management,2,no,no,cellular,aug,21,-1,unknown,no,single,tertiary,no,27,19,0
35,admin.,777,no,yes,cellular,may,1,-1,unknown,no,single,tertiary,no,28,85,0
38,management,162,no,no,cellular,aug,4,-1,unknown,no,divorced,tertiary,no,25,323,0
35,blue-collar,975,yes,no,cellular,jul,1,-1,unknown,no,married,secondary,no,16,102,0
29,services,84,yes,no,cellular,apr,2,-1,unknown,yes,divorced,secondary,no,13,1101,0
51,blue-collar,-19,yes,no,cellular,may,1,296,failure,yes,divorced,primary,no,13,829,11
41,blue-collar,2413,no,no,unknown,jun,3,-1,unknown,no,married,secondary,no,16,64,0
31,technician,53,yes,yes,cellular,may,1,-1,unknown,yes,single,secondary,no,6,530,0
56,technician,6619,yes,no,telephone,nov,1,-1,unknown,yes,married,secondary,no,4,465,0
34,management,9,no,no,cellular,jul,2,-1,unknown,no,single,tertiary,no,11,439,0
29,management,941,yes,no,unknown,jun,11,-1,unknown,no,married,tertiary,no,4,570,0
33,management,5,yes,no,unknown,may,1,-1,unknown,yes,divorced,secondary,no,13,1346,0
44,housemaid,1059,no,no,unknown,jun,1,-1,unknown,yes,single,primary,no,18,2093,0
36,admin.,1031,no,no,cellular,jun,4,-1,unknown,yes,married,secondary,no,17,282,0
46,entrepreneur,0,no,yes,cellular,jul,1,-1,unknown,no,married,secondary,no,18,115,0
58,management,407,yes,no,cellular,jul,2,-1,unknown,no,married,secondary,no,29,145,0
54,admin.,602,no,no,cellular,mar,2,-1,unknown,yes,married,secondary,no,3,143,0
32,services,4612,yes,no,cellular,jul,4,-1,unknown,no,divorced,secondary,no,24,937,0
37,blue-collar,-97,yes,no,unknown,jun,2,-1,unknown,no,married,secondary,no,5,135,0
52,technician,117,no,no,cellular,feb,3,186,success,yes,married,secondary,no,26,959,6
20,student,1819,no,no,cellular,apr,3,-1,unknown,yes,single,secondary,no,9,245,0
33,technician,0,no,no,cellular,aug,8,-1,unknown,no,married,secondary,no,25,296,0
49,technician,486,no,no,telephone,jul,5,-1,unknown,no,married,primary,no,7,229,0
38,technician,20,no,no,cellular,feb,1,-1,unknown,no,married,secondary,no,2,147,0
41,technician,1043,yes,yes,unknown,may,1,-1,unknown,no,married,secondary,no,14,225,0
32,technician,1307,yes,no,unknown,may,2,-1,unknown,no,single,secondary,no,28,267,0
26,technician,430,no,no,cellular,feb,2,-1,unknown,no,single,secondary,no,5,450,0
44,technician,7138,no,no,cellular,aug,2,-1,unknown,yes,single,secondary,no,8,809,0
26,student,294,no,no,cellular,dec,2,-1,unknown,yes,single,tertiary,no,4,208,0
48,blue-collar,863,yes,no,telephone,may,5,350,success,yes,married,secondary,no,4,412,2
38,unemployed,7005,yes,no,cellular,jan,1,202,success,yes,married,primary,no,25,696,2
34,admin.,2064,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,26,165,0
40,technician,0,yes,yes,cellular,jul,2,172,failure,no,married,secondary,no,26,105,1
57,admin.,6005,yes,no,cellular,may,1,323,failure,yes,married,secondary,no,8,704,6
25,management,448,no,no,cellular,feb,1,297,success,yes,married,unknown,no,5,151,1
28,blue-collar,61,yes,no,cellular,feb,1,174,success,yes,married,secondary,no,11,253,4
55,management,-207,no,no,cellular,feb,1,-1,unknown,no,divorced,tertiary,no,2,211,0
34,services,371,no,no,unknown,may,1,-1,unknown,no,single,tertiary,no,20,77,0
35,unemployed,415,no,no,cellular,feb,1,176,failure,yes,single,tertiary,no,4,649,1
32,admin.,653,no,no,cellular,jun,1,-1,unknown,yes,married,tertiary,no,2,84,0
49,blue-collar,-167,no,no,cellular,jul,1,-1,unknown,no,married,primary,no,7,51,0
38,services,2669,yes,no,cellular,apr,2,-1,unknown,no,married,secondary,no,20,208,0
74,retired,1843,no,no,cellular,sep,2,184,success,yes,married,tertiary,no,15,251,3
58,management,2183,yes,no,cellular,jul,1,-1,unknown,no,married,tertiary,no,22,209,0
41,technician,2123,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,8,130,0
54,blue-collar,316,yes,no,cellular,may,1,-1,unknown,no,married,primary,no,14,240,0
51,entrepreneur,36935,yes,no,cellular,nov,1,-1,unknown,no,married,tertiary,no,21,41,0
53,management,2578,no,no,cellular,nov,4,107,failure,no,married,tertiary,no,19,299,2
55,management,154,no,no,telephone,may,2,367,failure,no,married,tertiary,no,11,70,3
31,management,2384,yes,no,cellular,apr,2,-1,unknown,no,single,tertiary,no,14,608,0
59,management,7049,no,no,cellular,nov,1,163,failure,yes,married,tertiary,no,21,530,2
42,blue-collar,-407,yes,yes,cellular,may,7,-1,unknown,yes,married,primary,no,12,829,0
45,blue-collar,-243,no,yes,cellular,jul,2,-1,unknown,no,single,tertiary,no,8,171,0
60,housemaid,517,no,no,unknown,jun,3,-1,unknown,no,married,primary,no,12,1178,0
42,admin.,-247,yes,yes,telephone,oct,1,166,other,yes,single,secondary,no,21,519,1
29,unemployed,1584,no,no,cellular,sep,1,-1,unknown,yes,single,unknown,no,6,245,0
37,management,16,yes,no,unknown,may,1,-1,unknown,yes,divorced,secondary,no,30,638,0
25,management,219,no,no,cellular,apr,1,-1,unknown,yes,single,tertiary,no,30,458,0
41,management,4063,yes,no,cellular,may,5,172,failure,no,married,tertiary,no,12,14,2
27,technician,2183,yes,yes,unknown,may,1,-1,unknown,yes,married,secondary,no,21,857,0
52,technician,-38,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,6,613,0
64,entrepreneur,2331,no,no,telephone,nov,1,-1,unknown,yes,married,tertiary,no,9,201,0
61,retired,3738,no,no,telephone,feb,1,-1,unknown,no,married,primary,no,6,188,0
24,student,474,no,no,cellular,apr,1,-1,unknown,yes,single,primary,no,30,551,0
36,blue-collar,1822,yes,no,cellular,apr,1,323,other,yes,single,secondary,no,8,952,1
62,retired,1515,yes,no,cellular,oct,1,187,failure,no,married,primary,no,19,131,2
40,technician,3652,yes,no,unknown,may,2,-1,unknown,yes,single,unknown,no,14,1028,0
46,blue-collar,781,no,no,unknown,may,1,-1,unknown,no,married,secondary,no,13,152,0
32,technician,491,no,no,cellular,jul,7,-1,unknown,yes,single,unknown,no,9,474,0
30,technician,-393,yes,yes,cellular,jul,1,-1,unknown,yes,married,secondary,no,16,435,0
32,services,6983,no,no,cellular,aug,1,-1,unknown,yes,single,secondary,no,7,255,0
36,blue-collar,199,yes,no,cellular,jul,1,-1,unknown,no,married,secondary,no,9,183,0
27,self-employed,254,yes,yes,cellular,jan,1,188,failure,no,married,secondary,yes,29,194,1
44,technician,1901,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,6,165,0
22,student,1,no,no,telephone,jun,4,-1,unknown,no,single,unknown,no,15,263,0
55,management,1504,yes,no,cellular,may,2,-1,unknown,yes,married,unknown,no,22,338,0
35,blue-collar,911,yes,no,cellular,nov,2,181,other,no,married,secondary,no,20,434,5
50,blue-collar,4979,no,no,telephone,apr,1,-1,unknown,yes,married,primary,no,6,180,0
32,management,728,yes,no,unknown,may,1,-1,unknown,no,single,tertiary,no,21,125,0
36,blue-collar,561,yes,no,unknown,jun,2,-1,unknown,no,married,secondary,no,9,198,0
39,technician,2266,no,no,cellular,feb,4,-1,unknown,yes,married,secondary,no,18,208,0
42,entrepreneur,169,yes,no,telephone,may,4,-1,unknown,no,married,secondary,no,15,87,0
41,blue-collar,1954,no,no,cellular,nov,1,110,success,no,married,secondary,no,18,65,2
58,management,10180,no,no,cellular,mar,2,-1,unknown,yes,divorced,secondary,no,3,180,0
30,services,271,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,15,365,0
42,housemaid,5774,yes,no,unknown,may,2,-1,unknown,no,single,primary,no,15,54,0
37,unknown,0,no,no,cellular,mar,1,-1,unknown,yes,single,tertiary,no,3,426,0
29,services,1934,no,no,cellular,sep,1,-1,unknown,yes,single,secondary,no,29,271,0
50,self-employed,10052,no,no,cellular,aug,2,-1,unknown,yes,married,secondary,no,13,665,0
42,technician,4945,yes,no,cellular,mar,2,-1,unknown,yes,married,secondary,no,2,311,0
42,services,466,no,no,cellular,jan,1,-1,unknown,no,divorced,secondary,no,28,48,0
45,blue-collar,0,yes,no,cellular,oct,1,165,failure,no,single,secondary,no,16,283,3
58,admin.,903,no,no,cellular,jan,1,-1,unknown,no,married,unknown,no,28,56,0
23,technician,-782,yes,yes,unknown,jun,10,-1,unknown,no,single,secondary,no,19,197,0
32,entrepreneur,598,no,no,cellular,aug,6,-1,unknown,no,married,tertiary,no,18,135,0
34,technician,2047,yes,no,cellular,jul,5,-1,unknown,no,single,tertiary,no,28,57,0
47,blue-collar,643,yes,no,unknown,jun,6,-1,unknown,no,married,primary,no,20,18,0
27,admin.,897,no,no,cellular,jun,1,-1,unknown,yes,married,secondary,no,5,397,0
67,retired,3810,no,no,cellular,oct,1,-1,unknown,no,married,tertiary,no,21,1206,0
50,technician,3370,no,no,cellular,jun,2,-1,unknown,yes,married,secondary,no,2,160,0
38,technician,902,yes,no,cellular,feb,1,-1,unknown,yes,divorced,secondary,no,3,650,0
77,retired,7802,no,no,telephone,feb,2,-1,unknown,yes,married,tertiary,no,1,483,0
41,management,65,yes,no,unknown,may,2,-1,unknown,no,married,tertiary,no,6,524,0
32,housemaid,-613,yes,no,cellular,apr,2,-1,unknown,no,divorced,secondary,no,15,266,0
36,management,1057,no,no,cellular,jul,2,164,failure,yes,divorced,tertiary,no,19,230,2
45,admin.,59,yes,no,cellular,jul,8,-1,unknown,yes,divorced,secondary,no,24,873,0
28,technician,100,yes,no,cellular,may,5,-1,unknown,no,single,secondary,no,13,70,0
31,services,997,yes,no,cellular,feb,1,190,failure,no,married,primary,no,3,256,3
72,retired,5715,no,no,cellular,nov,5,184,success,yes,married,secondary,no,17,1127,3
40,services,573,yes,no,cellular,may,1,-1,unknown,no,single,secondary,no,14,329,0
26,technician,-454,no,yes,cellular,jul,2,-1,unknown,no,single,secondary,yes,18,652,0
29,management,54,yes,yes,unknown,may,3,-1,unknown,no,single,tertiary,no,26,257,0
28,blue-collar,61,yes,no,cellular,may,2,319,success,yes,married,secondary,no,4,226,1
31,management,3,no,no,cellular,feb,2,-1,unknown,no,single,tertiary,no,4,406,0
32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,20,205,0
31,management,1331,no,no,cellular,apr,1,86,success,yes,married,tertiary,no,30,297,3
31,entrepreneur,1216,no,no,cellular,aug,4,-1,unknown,no,married,tertiary,no,8,150,0
41,self-employed,3123,yes,no,cellular,apr,2,135,failure,yes,married,secondary,no,3,1203,2
51,blue-collar,2007,yes,no,cellular,aug,3,-1,unknown,yes,married,secondary,no,12,1226,0
56,blue-collar,3498,no,no,cellular,apr,2,-1,unknown,yes,married,primary,no,15,264,0
58,unemployed,18,no,no,cellular,jul,1,-1,unknown,no,married,secondary,no,31,70,0
71,retired,1696,no,no,cellular,oct,1,-1,unknown,yes,married,secondary,no,6,486,0
56,blue-collar,-85,yes,yes,unknown,may,1,-1,unknown,no,married,primary,no,26,118,0
58,retired,5092,no,no,unknown,jun,6,-1,unknown,no,married,primary,no,11,199,0
30,management,0,no,no,cellular,aug,1,-1,unknown,no,married,tertiary,no,7,74,0
44,self-employed,1196,no,no,cellular,aug,5,-1,unknown,yes,married,tertiary,no,20,552,0
49,management,342,no,no,cellular,jan,2,228,failure,no,married,tertiary,no,30,433,1
45,technician,-25,no,yes,unknown,jul,3,-1,unknown,no,divorced,unknown,yes,3,158,0
38,blue-collar,3598,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,6,154,0
56,unemployed,12,no,no,cellular,oct,3,187,failure,yes,married,secondary,no,12,511,1
32,blue-collar,1036,yes,yes,unknown,may,2,-1,unknown,no,single,secondary,no,30,62,0
41,blue-collar,720,no,yes,cellular,jul,1,-1,unknown,yes,married,secondary,yes,24,651,0
52,blue-collar,7119,no,yes,telephone,nov,3,-1,unknown,yes,married,secondary,no,20,871,0
50,management,0,no,no,cellular,aug,3,130,other,no,married,tertiary,no,10,232,3
49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,no,married,secondary,no,27,265,0
28,management,882,no,yes,cellular,jul,2,-1,unknown,no,single,tertiary,no,8,107,0
32,unemployed,365,yes,no,cellular,jan,3,-1,unknown,no,married,secondary,no,30,210,0
23,student,2530,no,no,cellular,may,1,-1,unknown,yes,single,unknown,no,12,411,0
34,management,355,no,no,cellular,aug,3,-1,unknown,no,married,secondary,no,21,314,0
38,admin.,-51,no,yes,cellular,jan,1,-1,unknown,no,divorced,secondary,no,30,102,0
31,technician,252,no,no,cellular,jun,3,-1,unknown,yes,single,tertiary,no,8,107,0
49,technician,-849,yes,yes,unknown,may,1,-1,unknown,no,married,secondary,no,27,197,0
43,admin.,877,yes,no,cellular,feb,1,-1,unknown,no,married,secondary,no,2,135,0
36,self-employed,1184,yes,no,cellular,apr,1,-1,unknown,yes,married,secondary,no,6,1063,0
37,services,775,no,yes,cellular,jul,1,-1,unknown,yes,married,secondary,no,25,1000,0
50,technician,2794,no,no,cellular,aug,2,-1,unknown,yes,divorced,unknown,no,12,1336,0
34,management,580,yes,no,cellular,jul,1,-1,unknown,no,married,tertiary,no,10,380,0
34,services,22,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,6,344,0
26,admin.,338,no,no,cellular,oct,1,188,unknown,yes,single,secondary,no,29,209,2
56,retired,152,yes,yes,cellular,jul,7,-1,unknown,no,married,primary,no,30,65,0
38,technician,381,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,29,126,0
41,self-employed,20,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,5,333,0
32,management,41,no,no,cellular,aug,5,-1,unknown,yes,single,tertiary,no,21,686,0
41,management,1982,no,no,cellular,nov,1,-1,unknown,yes,single,tertiary,no,21,558,0
52,management,583,no,no,cellular,may,1,181,success,yes,married,tertiary,no,17,376,3
28,blue-collar,39,no,no,cellular,jul,7,-1,unknown,no,single,secondary,no,31,22,0
38,self-employed,746,no,no,unknown,jun,3,-1,unknown,no,married,secondary,no,20,256,0
36,management,673,yes,no,cellular,jul,1,-1,unknown,yes,married,tertiary,no,16,689,0
80,housemaid,0,no,no,cellular,feb,1,189,failure,yes,married,primary,no,23,639,1
34,admin.,-312,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,9,232,0
59,admin.,-423,yes,yes,cellular,apr,1,-1,unknown,no,single,secondary,no,20,84,0
29,admin.,332,no,no,cellular,apr,1,-1,unknown,yes,married,tertiary,no,9,179,0
29,technician,590,no,no,cellular,may,1,-1,unknown,yes,single,secondary,no,25,124,0
32,unemployed,262,no,no,cellular,jan,1,-1,unknown,no,married,secondary,no,29,203,0
59,retired,-47,yes,no,cellular,aug,4,-1,unknown,no,married,primary,no,27,84,0
40,admin.,1327,yes,yes,unknown,may,2,-1,unknown,no,married,secondary,no,26,76,0
33,services,114,no,yes,unknown,jul,1,-1,unknown,yes,married,secondary,no,3,676,0
29,self-employed,121,yes,no,unknown,may,2,-1,unknown,yes,single,tertiary,no,30,1500,0
50,blue-collar,907,no,yes,cellular,jul,1,-1,unknown,no,married,secondary,no,16,68,0
26,technician,267,yes,no,cellular,jul,2,-1,unknown,yes,married,secondary,no,28,817,0
35,unemployed,2228,no,no,unknown,jun,2,-1,unknown,no,married,secondary,no,19,461,0
46,technician,3455,yes,no,unknown,may,2,-1,unknown,no,divorced,secondary,no,14,566,0
43,management,3518,no,no,cellular,dec,2,196,success,yes,married,tertiary,no,28,206,2
28,technician,598,yes,no,cellular,mar,1,288,failure,yes,single,secondary,no,2,177,2
61,admin.,4629,yes,no,cellular,jan,1,92,success,yes,married,unknown,no,27,181,1
31,admin.,396,yes,no,unknown,may,1,-1,unknown,no,single,secondary,no,19,104,0
35,blue-collar,0,yes,yes,cellular,apr,1,-1,unknown,no,married,secondary,no,8,519,0
45,technician,2571,no,no,unknown,jun,2,-1,unknown,no,married,secondary,no,18,146,0
50,blue-collar,-37,yes,no,unknown,may,3,-1,unknown,no,married,primary,no,12,78,0
70,retired,2626,no,no,cellular,sep,2,-1,unknown,yes,married,secondary,no,2,140,0
32,blue-collar,-94,yes,yes,cellular,may,1,-1,unknown,no,married,primary,no,11,308,0
40,management,27,no,no,cellular,aug,6,-1,unknown,no,single,tertiary,no,27,165,0
57,retired,3518,yes,no,cellular,aug,3,-1,unknown,yes,married,primary,no,25,626,0
39,technician,1587,yes,no,cellular,sep,2,98,success,yes,married,secondary,no,8,108,3
35,entrepreneur,2436,no,yes,cellular,jul,3,-1,unknown,yes,married,secondary,no,14,1397,0
35,management,354,no,yes,cellular,feb,4,12,other,no,married,tertiary,no,9,117,2
47,admin.,295,yes,no,unknown,jun,2,-1,unknown,yes,divorced,secondary,no,6,94,0
32,technician,930,yes,no,unknown,may,1,-1,unknown,no,single,secondary,no,21,122,0
48,management,1808,yes,no,cellular,feb,1,-1,unknown,yes,married,tertiary,no,26,245,0
30,management,3340,no,no,cellular,jun,3,-1,unknown,yes,single,tertiary,no,3,238,0
32,services,38,yes,no,cellular,may,1,-1,unknown,yes,married,secondary,no,15,744,0
52,unemployed,94,no,no,cellular,feb,1,92,success,yes,married,secondary,no,10,153,13
33,admin.,7,yes,no,cellular,apr,1,148,failure,no,married,secondary,no,17,612,1
37,unemployed,1236,no,no,cellular,jul,2,-1,unknown,no,married,tertiary,no,29,300,0
40,services,113,yes,no,unknown,jun,1,-1,unknown,no,married,secondary,no,4,126,0
38,unemployed,2812,yes,no,cellular,apr,1,-1,unknown,yes,married,tertiary,no,30,830,0
29,management,502,no,no,cellular,jul,1,87,failure,yes,single,tertiary,no,8,968,5
41,blue-collar,-190,no,yes,cellular,jul,3,-1,unknown,yes,married,secondary,no,29,808,0
41,technician,-329,no,no,telephone,feb,8,238,other,no,married,secondary,no,5,13,9
34,technician,1026,no,no,cellular,nov,1,100,failure,no,married,secondary,no,12,319,6
30,blue-collar,971,yes,no,cellular,apr,1,317,other,no,single,secondary,no,17,283,2
31,technician,0,yes,yes,unknown,may,2,-1,unknown,no,married,tertiary,no,13,164,0
46,blue-collar,1085,yes,yes,cellular,may,2,353,other,yes,married,primary,no,15,523,58
26,management,800,yes,no,cellular,jan,2,-1,unknown,no,single,tertiary,no,30,405,0
48,management,657,no,yes,cellular,jan,2,-1,unknown,no,divorced,tertiary,no,29,251,0
36,admin.,810,yes,no,unknown,jun,1,-1,unknown,no,single,secondary,no,17,296,0
34,entrepreneur,0,yes,no,cellular,may,1,183,failure,yes,married,tertiary,no,6,611,1
37,blue-collar,1330,no,no,cellular,apr,1,-1,unknown,yes,married,secondary,no,30,390,0
31,services,1629,yes,no,unknown,may,2,-1,unknown,no,single,secondary,no,19,344,0
47,services,278,yes,no,cellular,may,1,366,other,no,married,secondary,no,7,51,1
59,blue-collar,0,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,5,226,0
41,entrepreneur,1588,yes,yes,unknown,jun,8,-1,unknown,no,divorced,secondary,no,20,10,0
85,retired,7613,no,no,cellular,feb,3,-1,unknown,yes,divorced,primary,no,18,355,0
40,unemployed,7968,no,no,cellular,mar,2,180,success,yes,single,tertiary,no,2,263,2
40,blue-collar,830,yes,no,cellular,may,3,370,failure,yes,married,primary,no,13,873,2
68,retired,695,no,no,cellular,apr,1,-1,unknown,yes,divorced,primary,no,9,233,0
45,blue-collar,640,yes,no,cellular,may,1,-1,unknown,yes,married,secondary,no,4,447,0
30,blue-collar,282,yes,yes,unknown,may,2,-1,unknown,no,married,secondary,no,23,148,0
29,unemployed,7,no,no,cellular,may,1,179,failure,no,single,tertiary,no,6,51,1
45,blue-collar,700,yes,no,telephone,may,4,-1,unknown,no,married,primary,no,13,29,0
29,housemaid,2196,no,no,cellular,aug,1,-1,unknown,yes,single,tertiary,no,5,215,0
